,connaissance_marche,tolerance_risque,objectif_investissement,situation_patrimoniale,horizon,temps_disponible,mode_gestion
341,20.0,30.0,25.0,75.0,5.0,10.0,0.0
342,25.0,25.0,30.0,75.0,10.0,10.0,0.0
343,40.0,67.0,31.0,90.0,5.0,10.0,0.0
344,15.0,30.0,40.0,75.0,5.0,10.0,0.0
345,35.0,30.0,30.0,75.0,5.0,10.0,0.0
346,30.0,70.0,35.0,75.0,20.0,10.0,15.0
347,20.0,45.0,25.0,90.0,10.0,10.0,0.0
348,30.0,55.0,30.0,75.0,10.0,10.0,15.0
349,27.0,40.0,30.0,75.0,10.0,10.0,10.0
350,45.0,45.0,40.0,75.0,5.0,10.0,0.0
351,35.0,45.0,30.0,90.0,15.0,10.0,0.0
352,25.0,35.0,30.0,90.0,10.0,10.0,0.0
353,55.0,75.0,30.0,75.0,10.0,10.0,0.0
354,20.0,40.0,30.0,90.0,10.0,10.0,0.0
355,45.0,65.0,30.0,75.0,10.0,10.0,0.0
356,45.0,50.0,30.0,75.0,10.0,15.0,0.0
357,30.0,60.0,30.0,75.0,10.0,10.0,0.0
358,20.0,25.0,20.0,90.0,10.0,10.0,0.0
359,35.0,65.0,30.0,75.0,10.0,10.0,0.0
360,35.0,65.0,50.0,90.0,5.0,10.0,0.0
361,50.0,45.0,26.0,75.0,10.0,15.0,0.0
362,20.0,25.0,20.0,90.0,10.0,10.0,0.0
363,35.0,50.0,30.0,75.0,5.0,10.0,0.0
364,30.0,60.0,30.0,75.0,10.0,10.0,0.0
365,30.0,60.0,35.0,75.0,20.0,10.0,0.0
366,35.0,50.0,20.0,75.0,20.0,10.0,15.0
367,15.0,15.0,31.0,90.0,10.0,10.0,0.0
368,25.0,45.0,30.0,90.0,5.0,10.0,0.0
369,35.0,55.0,50.0,75.0,10.0,10.0,0.0
370,30.0,45.0,45.0,75.0,10.0,10.0,0.0
371,25.0,30.0,20.0,75.0,10.0,10.0,0.0
372,30.0,60.0,56.0,150.0,5.0,15.0,10.0
373,30.0,30.0,30.0,90.0,5.0,10.0,0.0
374,50.0,60.0,36.0,75.0,5.0,10.0,0.0
375,20.0,55.0,65.0,150.0,15.0,10.0,0.0
376,40.0,55.0,20.0,75.0,20.0,10.0,10.0
377,35.0,45.0,25.0,75.0,10.0,10.0,0.0
378,25.0,25.0,30.0,150.0,10.0,10.0,0.0
379,20.0,45.0,30.0,75.0,15.0,10.0,0.0
380,30.0,45.0,30.0,75.0,5.0,10.0,0.0
381,20.0,40.0,30.0,75.0,20.0,10.0,0.0
382,20.0,45.0,26.0,75.0,10.0,10.0,10.0
383,50.0,50.0,30.0,75.0,10.0,10.0,0.0
384,30.0,45.0,40.0,75.0,10.0,10.0,5.0
385,45.0,75.0,46.0,75.0,10.0,10.0,0.0
386,30.0,15.0,30.0,75.0,5.0,10.0,0.0
387,15.0,50.0,30.0,225.0,10.0,10.0,0.0
388,30.0,50.0,30.0,75.0,5.0,10.0,10.0
389,30.0,50.0,20.0,150.0,5.0,10.0,10.0
390,20.0,45.0,30.0,75.0,15.0,10.0,0.0
391,30.0,35.0,20.0,75.0,10.0,10.0,0.0
392,35.0,25.0,20.0,75.0,5.0,10.0,0.0
393,20.0,25.0,20.0,75.0,5.0,5.0,0.0
394,20.0,30.0,20.0,75.0,5.0,10.0,0.0
395,30.0,25.0,20.0,75.0,5.0,5.0,0.0
396,45.0,25.0,40.0,75.0,5.0,10.0,0.0
397,55.0,30.0,40.0,75.0,5.0,10.0,0.0
398,30.0,10.0,20.0,75.0,20.0,10.0,10.0
399,55.0,35.0,15.0,75.0,20.0,10.0,0.0
400,20.0,27.0,30.0,75.0,5.0,10.0,0.0
401,55.0,30.0,20.0,75.0,5.0,10.0,0.0
402,30.0,60.0,30.0,90.0,10.0,10.0,0.0
403,10.0,15.0,20.0,75.0,20.0,10.0,0.0
404,10.0,35.0,26.0,90.0,5.0,10.0,0.0
405,40.0,35.0,30.0,75.0,10.0,10.0,0.0
406,20.0,47.0,30.0,90.0,20.0,10.0,15.0
407,20.0,30.0,20.0,75.0,5.0,10.0,5.0
408,35.0,15.0,30.0,75.0,10.0,10.0,0.0
409,35.0,50.0,30.0,75.0,10.0,10.0,0.0
410,50.0,35.0,50.0,75.0,15.0,10.0,10.0
411,50.0,40.0,25.0,75.0,15.0,10.0,15.0
412,50.0,35.0,20.0,75.0,5.0,10.0,0.0
413,30.0,35.0,25.0,75.0,5.0,15.0,10.0
414,47.0,40.0,50.0,75.0,10.0,10.0,0.0
415,45.0,35.0,25.0,75.0,10.0,10.0,0.0
416,40.0,75.0,30.0,75.0,10.0,10.0,10.0
417,45.0,50.0,30.0,75.0,5.0,10.0,10.0
418,40.0,27.0,20.0,75.0,5.0,10.0,0.0
419,40.0,25.0,20.0,75.0,5.0,10.0,0.0
420,35.0,45.0,36.0,75.0,5.0,10.0,0.0
421,25.0,25.0,30.0,75.0,5.0,10.0,0.0
422,35.0,60.0,30.0,150.0,5.0,10.0,0.0
423,30.0,45.0,20.0,90.0,5.0,5.0,0.0
424,30.0,30.0,25.0,150.0,5.0,10.0,0.0
425,30.0,30.0,25.0,150.0,5.0,10.0,0.0
426,25.0,45.0,30.0,90.0,5.0,10.0,0.0
427,30.0,35.0,26.0,75.0,20.0,10.0,0.0
428,30.0,50.0,30.0,75.0,10.0,10.0,0.0
429,30.0,40.0,55.0,75.0,10.0,10.0,0.0
430,45.0,45.0,30.0,75.0,15.0,10.0,0.0
431,30.0,30.0,20.0,75.0,5.0,10.0,0.0
432,30.0,35.0,20.0,75.0,5.0,10.0,0.0
433,20.0,10.0,30.0,90.0,10.0,10.0,5.0
434,30.0,60.0,26.0,90.0,20.0,10.0,15.0
435,35.0,55.0,60.0,75.0,20.0,10.0,0.0
436,55.0,40.0,30.0,75.0,10.0,10.0,0.0
437,50.0,85.0,30.0,90.0,10.0,10.0,15.0
438,20.0,30.0,40.0,75.0,5.0,10.0,5.0
439,30.0,45.0,25.0,75.0,20.0,10.0,0.0
440,30.0,60.0,30.0,75.0,10.0,10.0,0.0
441,50.0,70.0,26.0,75.0,10.0,10.0,15.0
442,27.0,30.0,20.0,75.0,5.0,10.0,0.0
443,35.0,55.0,25.0,75.0,20.0,10.0,0.0
444,40.0,45.0,25.0,75.0,10.0,10.0,0.0
445,55.0,75.0,30.0,75.0,15.0,10.0,10.0
446,30.0,45.0,30.0,90.0,5.0,10.0,0.0
447,15.0,35.0,30.0,75.0,10.0,10.0,0.0
448,45.0,50.0,26.0,75.0,10.0,10.0,10.0
449,35.0,45.0,30.0,75.0,5.0,10.0,0.0
450,30.0,45.0,20.0,75.0,20.0,10.0,0.0
451,40.0,25.0,30.0,75.0,10.0,10.0,0.0
452,25.0,47.0,50.0,75.0,5.0,10.0,0.0
453,20.0,25.0,20.0,75.0,5.0,10.0,0.0
454,40.0,50.0,20.0,150.0,5.0,10.0,0.0
455,40.0,30.0,30.0,75.0,10.0,10.0,0.0
456,35.0,45.0,30.0,75.0,5.0,10.0,0.0
457,25.0,30.0,25.0,75.0,5.0,10.0,0.0
458,35.0,25.0,20.0,75.0,5.0,10.0,0.0
459,30.0,65.0,20.0,75.0,15.0,10.0,10.0
460,20.0,45.0,20.0,75.0,10.0,10.0,5.0
461,20.0,60.0,21.0,75.0,5.0,10.0,0.0
462,25.0,30.0,10.0,75.0,10.0,15.0,0.0
463,35.0,50.0,20.0,75.0,5.0,5.0,0.0
464,45.0,30.0,25.0,75.0,5.0,10.0,5.0
465,25.0,45.0,30.0,75.0,5.0,15.0,0.0
466,25.0,25.0,15.0,75.0,5.0,10.0,5.0
467,35.0,40.0,15.0,75.0,10.0,10.0,0.0
468,35.0,50.0,30.0,75.0,10.0,10.0,0.0
469,30.0,30.0,15.0,75.0,20.0,5.0,0.0
470,25.0,30.0,21.0,75.0,20.0,5.0,5.0
471,25.0,50.0,20.0,75.0,10.0,10.0,10.0
472,30.0,40.0,10.0,75.0,10.0,10.0,0.0
473,30.0,50.0,30.0,75.0,10.0,10.0,0.0
474,25.0,30.0,36.0,90.0,20.0,10.0,0.0
475,30.0,55.0,20.0,75.0,10.0,10.0,0.0
476,40.0,20.0,15.0,75.0,5.0,10.0,0.0
477,40.0,30.0,20.0,75.0,5.0,10.0,0.0
478,30.0,25.0,20.0,75.0,5.0,10.0,0.0
479,35.0,60.0,40.0,75.0,5.0,10.0,0.0
480,20.0,25.0,25.0,150.0,5.0,10.0,0.0
481,30.0,65.0,30.0,75.0,20.0,10.0,0.0
482,25.0,45.0,15.0,75.0,20.0,10.0,0.0
483,20.0,45.0,15.0,75.0,20.0,10.0,0.0
484,10.0,65.0,36.0,90.0,20.0,10.0,10.0
485,30.0,60.0,30.0,75.0,10.0,10.0,0.0
486,45.0,50.0,25.0,75.0,5.0,10.0,0.0
487,15.0,15.0,11.0,75.0,5.0,10.0,0.0
488,5.0,5.0,26.0,225.0,10.0,10.0,0.0
489,15.0,15.0,30.0,225.0,10.0,10.0,0.0
490,30.0,32.0,40.0,75.0,5.0,10.0,0.0
491,30.0,50.0,26.0,225.0,10.0,10.0,0.0
492,35.0,70.0,60.0,75.0,10.0,10.0,15.0
493,40.0,55.0,35.0,75.0,15.0,10.0,0.0
494,10.0,15.0,30.0,90.0,5.0,10.0,0.0
495,20.0,30.0,30.0,90.0,5.0,10.0,0.0
496,20.0,30.0,30.0,75.0,5.0,10.0,0.0
497,40.0,30.0,30.0,90.0,5.0,10.0,0.0
498,25.0,57.0,26.0,90.0,5.0,10.0,0.0
499,25.0,27.0,30.0,75.0,5.0,10.0,0.0
500,20.0,15.0,45.0,75.0,20.0,10.0,0.0
501,50.0,45.0,30.0,75.0,5.0,10.0,0.0
502,20.0,45.0,25.0,90.0,20.0,10.0,0.0
503,30.0,65.0,30.0,90.0,10.0,10.0,15.0
504,55.0,45.0,30.0,75.0,15.0,10.0,0.0
505,10.0,15.0,30.0,150.0,10.0,15.0,0.0
506,30.0,45.0,25.0,90.0,5.0,10.0,0.0
507,55.0,60.0,30.0,75.0,10.0,10.0,15.0
508,45.0,30.0,20.0,75.0,5.0,5.0,0.0
509,20.0,50.0,30.0,75.0,10.0,10.0,0.0
510,35.0,47.0,30.0,90.0,15.0,10.0,0.0
511,30.0,32.0,51.0,90.0,10.0,10.0,0.0
512,40.0,50.0,26.0,75.0,5.0,10.0,0.0
513,40.0,35.0,25.0,75.0,5.0,10.0,0.0
514,30.0,60.0,46.0,90.0,20.0,10.0,0.0
515,30.0,50.0,30.0,75.0,20.0,10.0,15.0
516,30.0,45.0,20.0,90.0,20.0,10.0,0.0
517,30.0,50.0,20.0,90.0,10.0,10.0,0.0
518,30.0,35.0,25.0,75.0,15.0,10.0,15.0
519,35.0,30.0,50.0,75.0,10.0,10.0,10.0
520,35.0,60.0,35.0,75.0,5.0,10.0,0.0
521,25.0,50.0,30.0,90.0,10.0,5.0,0.0
522,40.0,70.0,25.0,75.0,10.0,10.0,10.0
523,35.0,60.0,30.0,75.0,10.0,10.0,0.0
524,25.0,15.0,30.0,90.0,5.0,10.0,0.0
525,50.0,40.0,30.0,90.0,20.0,10.0,0.0
526,45.0,60.0,50.0,90.0,10.0,10.0,10.0
527,35.0,60.0,30.0,75.0,5.0,10.0,0.0
528,35.0,60.0,30.0,225.0,5.0,10.0,0.0
529,35.0,85.0,50.0,90.0,5.0,10.0,5.0
530,30.0,45.0,30.0,75.0,5.0,10.0,0.0
531,30.0,45.0,20.0,75.0,5.0,10.0,0.0
532,55.0,35.0,20.0,75.0,5.0,10.0,0.0
533,40.0,35.0,20.0,75.0,5.0,10.0,0.0
534,40.0,67.0,31.0,90.0,5.0,10.0,0.0
535,40.0,35.0,30.0,75.0,10.0,10.0,0.0
536,20.0,45.0,30.0,90.0,5.0,10.0,0.0
537,20.0,45.0,25.0,75.0,20.0,10.0,0.0
538,35.0,60.0,30.0,150.0,10.0,10.0,10.0
539,25.0,35.0,30.0,90.0,10.0,10.0,0.0
540,30.0,45.0,30.0,225.0,15.0,10.0,0.0
541,40.0,50.0,40.0,90.0,20.0,10.0,0.0
542,25.0,60.0,30.0,75.0,5.0,10.0,0.0
543,40.0,65.0,35.0,75.0,15.0,10.0,0.0
544,35.0,45.0,25.0,75.0,15.0,10.0,0.0
545,35.0,65.0,30.0,75.0,5.0,10.0,0.0
546,20.0,35.0,20.0,75.0,20.0,10.0,0.0
547,20.0,50.0,30.0,75.0,10.0,10.0,0.0
548,25.0,50.0,20.0,75.0,5.0,10.0,0.0
549,30.0,45.0,25.0,75.0,10.0,10.0,0.0
550,30.0,45.0,30.0,225.0,15.0,15.0,0.0
551,25.0,60.0,20.0,75.0,10.0,10.0,15.0
552,35.0,50.0,15.0,75.0,20.0,10.0,0.0
553,45.0,65.0,25.0,75.0,5.0,10.0,15.0
554,20.0,60.0,46.0,150.0,5.0,10.0,0.0
555,20.0,50.0,26.0,90.0,5.0,10.0,0.0
556,40.0,55.0,25.0,75.0,5.0,5.0,0.0
557,20.0,25.0,15.0,75.0,15.0,10.0,10.0
558,20.0,25.0,20.0,90.0,5.0,10.0,0.0
559,30.0,35.0,30.0,75.0,10.0,10.0,0.0
560,35.0,50.0,31.0,75.0,10.0,10.0,0.0
561,30.0,45.0,25.0,150.0,5.0,10.0,0.0
562,20.0,30.0,41.0,90.0,5.0,10.0,0.0
563,15.0,0.0,30.0,75.0,10.0,10.0,0.0
564,30.0,45.0,30.0,75.0,15.0,10.0,0.0
565,20.0,15.0,30.0,75.0,5.0,5.0,0.0
566,30.0,15.0,25.0,75.0,5.0,10.0,0.0
567,20.0,15.0,20.0,75.0,5.0,10.0,0.0
568,30.0,15.0,25.0,75.0,10.0,10.0,0.0
569,40.0,30.0,30.0,75.0,15.0,10.0,0.0
570,30.0,30.0,20.0,75.0,5.0,5.0,0.0
571,55.0,30.0,20.0,75.0,5.0,5.0,0.0
572,30.0,30.0,20.0,75.0,5.0,5.0,0.0
573,10.0,0.0,26.0,75.0,10.0,5.0,0.0
574,5.0,0.0,20.0,75.0,5.0,5.0,0.0
575,10.0,15.0,20.0,90.0,5.0,5.0,0.0
576,5.0,15.0,11.0,90.0,5.0,5.0,0.0
577,30.0,40.0,30.0,75.0,5.0,10.0,0.0
578,40.0,45.0,20.0,75.0,5.0,10.0,0.0
579,25.0,25.0,30.0,75.0,5.0,10.0,0.0
580,45.0,55.0,25.0,75.0,15.0,15.0,0.0
581,40.0,65.0,20.0,225.0,10.0,10.0,0.0
582,30.0,50.0,20.0,75.0,10.0,10.0,0.0
583,20.0,30.0,20.0,90.0,5.0,10.0,0.0
584,5.0,0.0,20.0,90.0,5.0,5.0,0.0
585,30.0,45.0,30.0,150.0,5.0,5.0,5.0
586,20.0,15.0,26.0,90.0,5.0,5.0,0.0
587,25.0,55.0,50.0,90.0,5.0,10.0,0.0
588,25.0,30.0,40.0,75.0,5.0,10.0,15.0
589,10.0,15.0,20.0,75.0,5.0,10.0,0.0
590,40.0,60.0,25.0,75.0,5.0,10.0,0.0
591,35.0,25.0,20.0,75.0,5.0,10.0,0.0
592,15.0,30.0,20.0,75.0,5.0,5.0,0.0
593,20.0,35.0,20.0,75.0,5.0,10.0,0.0
594,15.0,0.0,11.0,90.0,5.0,10.0,0.0
595,40.0,25.0,20.0,75.0,5.0,10.0,0.0
596,30.0,32.0,26.0,90.0,5.0,10.0,0.0
597,55.0,60.0,26.0,75.0,5.0,10.0,0.0
598,20.0,30.0,20.0,75.0,5.0,15.0,0.0
599,40.0,60.0,25.0,75.0,5.0,10.0,0.0
600,35.0,25.0,20.0,75.0,5.0,10.0,0.0
601,35.0,65.0,30.0,75.0,10.0,10.0,0.0
602,40.0,75.0,30.0,90.0,10.0,10.0,0.0
603,20.0,45.0,30.0,75.0,5.0,10.0,0.0
604,20.0,30.0,26.0,75.0,5.0,10.0,0.0
605,10.0,20.0,20.0,90.0,5.0,10.0,0.0
606,20.0,45.0,30.0,75.0,15.0,10.0,0.0
607,35.0,50.0,30.0,75.0,10.0,10.0,0.0
608,20.0,30.0,30.0,75.0,20.0,10.0,5.0
609,45.0,65.0,40.0,75.0,20.0,10.0,0.0
610,30.0,45.0,25.0,75.0,10.0,10.0,0.0
611,40.0,30.0,25.0,75.0,5.0,10.0,5.0
612,30.0,30.0,25.0,75.0,5.0,15.0,0.0
613,20.0,55.0,40.0,75.0,20.0,10.0,0.0
614,35.0,40.0,25.0,225.0,15.0,10.0,5.0
615,25.0,55.0,20.0,75.0,15.0,10.0,5.0
616,35.0,70.0,40.0,75.0,20.0,10.0,15.0
617,40.0,25.0,11.0,90.0,5.0,10.0,0.0
618,30.0,25.0,26.0,90.0,10.0,10.0,0.0
619,35.0,70.0,30.0,90.0,10.0,5.0,0.0
620,40.0,50.0,20.0,75.0,10.0,10.0,0.0
621,35.0,30.0,20.0,75.0,20.0,10.0,10.0
622,30.0,45.0,30.0,75.0,15.0,15.0,0.0
623,20.0,50.0,20.0,75.0,10.0,5.0,0.0
624,40.0,85.0,55.0,90.0,5.0,10.0,10.0
625,30.0,65.0,25.0,225.0,20.0,10.0,0.0
626,30.0,55.0,45.0,75.0,10.0,5.0,5.0
627,25.0,60.0,35.0,75.0,5.0,10.0,0.0
628,27.0,50.0,20.0,75.0,10.0,10.0,0.0
629,45.0,60.0,45.0,75.0,20.0,10.0,10.0
630,25.0,50.0,20.0,90.0,10.0,10.0,0.0
631,35.0,75.0,50.0,75.0,15.0,10.0,15.0
632,55.0,30.0,20.0,75.0,5.0,10.0,0.0
633,30.0,30.0,20.0,90.0,5.0,10.0,0.0
634,45.0,50.0,10.0,75.0,10.0,10.0,0.0
635,40.0,35.0,20.0,75.0,5.0,10.0,0.0
636,50.0,30.0,26.0,75.0,5.0,10.0,0.0
637,30.0,55.0,25.0,150.0,10.0,10.0,15.0
638,45.0,80.0,30.0,75.0,10.0,10.0,0.0
639,55.0,35.0,40.0,90.0,5.0,5.0,0.0
640,10.0,45.0,20.0,75.0,5.0,5.0,0.0
641,30.0,40.0,20.0,75.0,5.0,15.0,0.0
642,20.0,45.0,30.0,75.0,5.0,15.0,0.0
643,25.0,45.0,30.0,75.0,5.0,10.0,0.0
644,25.0,45.0,30.0,75.0,5.0,5.0,0.0
645,20.0,45.0,20.0,75.0,5.0,10.0,0.0
646,20.0,45.0,20.0,75.0,5.0,10.0,0.0
647,25.0,30.0,15.0,75.0,20.0,10.0,0.0
648,30.0,30.0,30.0,225.0,20.0,10.0,0.0
649,30.0,30.0,25.0,75.0,20.0,10.0,0.0
650,30.0,30.0,25.0,75.0,5.0,10.0,0.0
651,30.0,30.0,25.0,75.0,5.0,10.0,0.0
652,20.0,50.0,30.0,90.0,20.0,10.0,0.0
653,35.0,35.0,30.0,75.0,20.0,10.0,0.0
654,10.0,50.0,30.0,75.0,20.0,10.0,0.0
655,20.0,50.0,30.0,75.0,20.0,10.0,0.0
656,20.0,30.0,30.0,75.0,15.0,10.0,0.0
657,35.0,35.0,30.0,75.0,20.0,10.0,0.0
658,20.0,45.0,30.0,75.0,20.0,10.0,0.0
659,20.0,25.0,20.0,75.0,15.0,10.0,0.0
660,30.0,40.0,26.0,75.0,10.0,10.0,0.0
661,30.0,30.0,20.0,75.0,5.0,10.0,0.0
662,25.0,30.0,20.0,75.0,5.0,10.0,0.0
663,25.0,45.0,30.0,75.0,5.0,10.0,0.0
664,25.0,45.0,30.0,75.0,5.0,10.0,0.0
665,30.0,35.0,30.0,75.0,10.0,10.0,0.0
666,20.0,45.0,40.0,90.0,10.0,10.0,0.0
667,30.0,35.0,30.0,75.0,20.0,5.0,0.0
668,35.0,40.0,15.0,75.0,15.0,10.0,15.0
669,20.0,30.0,30.0,75.0,10.0,10.0,0.0
670,20.0,35.0,31.0,225.0,10.0,10.0,10.0
671,35.0,60.0,20.0,90.0,10.0,10.0,0.0
672,15.0,35.0,10.0,150.0,10.0,10.0,5.0
673,25.0,45.0,25.0,75.0,5.0,10.0,0.0
674,35.0,70.0,35.0,90.0,20.0,10.0,15.0
675,20.0,70.0,46.0,75.0,20.0,10.0,0.0
676,35.0,35.0,20.0,75.0,20.0,10.0,10.0
677,40.0,50.0,55.0,75.0,5.0,10.0,0.0
678,30.0,40.0,20.0,75.0,20.0,10.0,0.0
679,35.0,60.0,20.0,75.0,5.0,10.0,0.0
680,35.0,50.0,20.0,150.0,10.0,10.0,0.0
681,40.0,65.0,35.0,75.0,10.0,10.0,0.0
682,40.0,55.0,30.0,75.0,20.0,10.0,10.0
683,30.0,30.0,20.0,75.0,10.0,10.0,0.0
684,30.0,30.0,26.0,75.0,20.0,10.0,0.0
